,date,tic,close,high,low,open,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2024-01-02 14:30:00+00:00,AAPL,186.1898956298828,188.44000244140625,186.00999450683594,187.80099487304688,21173291.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,186.1898956298828,186.1898956298828
1,2024-01-02 14:30:00+00:00,AMGN,297.42999267578125,298.0199890136719,287.2799987792969,287.2799987792969,728281.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,297.42999267578125,297.42999267578125
2,2024-01-02 14:30:00+00:00,AXP,187.22999572753906,187.77999877929688,186.07000732421875,186.49000549316406,417611.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,187.22999572753906,187.22999572753906
3,2024-01-02 14:30:00+00:00,BA,254.2100067138672,258.5899963378906,253.8769989013672,257.2799987792969,1460323.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,254.2100067138672,254.2100067138672
4,2024-01-02 14:30:00+00:00,CAT,295.1000061035156,296.6400146484375,293.42999267578125,293.42999267578125,480993.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,295.1000061035156,295.1000061035156
5,2024-01-02 14:30:00+00:00,CSCO,50.70500183105469,50.720001220703125,50.369998931884766,50.4900016784668,2678272.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,50.70500183105469,50.70500183105469
6,2024-01-02 14:30:00+00:00,CVX,150.9499969482422,151.00999450683594,149.60000610351562,150.05499267578125,1598585.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,150.9499969482422,150.9499969482422
7,2024-01-02 14:30:00+00:00,DIS,90.37000274658203,90.45500183105469,89.73040008544922,90.08999633789062,1771372.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,90.37000274658203,90.37000274658203
8,2024-01-02 14:30:00+00:00,DOW,55.13999938964844,55.13999938964844,54.584999084472656,54.65340042114258,500358.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,55.13999938964844,55.13999938964844
9,2024-01-02 14:30:00+00:00,GS,383.7200012207031,385.20001220703125,382.19000244140625,383.0,232691.0,0.0,187.36732273731724,185.62756556834682,100.0,-66.66666666666993,100.0,383.7200012207031,383.7200012207031
